slug,id,title,level,grades,type,topics,stepCount,requirements,summary,outcome,imageFile,shopUrl
"junior--uniquely-us","9f7a1ac8-e7a3-4e03-b115-169190970584","Uniquely Us","Junior","4-5","badge","Balanced Living","5","1. Explore all the things your body can do | 2. Avoid the ""comparison trap"" | 3. Know that it's not all about your body | 4. Learn how to talk about it | 5. Celebrate differences—and find similarities","Discover how to appreciate what makes you one of a kind.","When you've earned this badge, you'll understand that everyone is unique and we're all just right—including you!","images/junior/junior--uniquely-us.png","https://www.girlscoutshop.com/junior-uniquely-us-badge"
"cadette--animal-helper","24484f30-227e-48cd-8f4b-53c3875f83af","Animal Helper","Cadette","6-8","badge","Animals and Nature","5","1. Explore the connection between humans and animals | 2. Find out how animals keep people safe | 3. Find out how animals help people emotionally | 4. Find out how animals perform tasks for people with disabilities | 5. Find out how you can help animals","Discover how animals help people—and discover how you can help animals in return.","When you've earned this badge, you'll know more about the connections between people and animals, how animals help people, and what you can do to help animals.","images/cadette/cadette--animal-helper.png","https://www.girlscoutshop.com/cadette-animal-helpers-badge"
"cadette--archery","e4e8c7f4-5fa9-4e22-b7bc-adf887a9a6e8","Archery","Cadette","6-8","badge","Sports and Recreation","5","1. Get to know archery equipment | 2. Learn about archery safety | 3. Practice archery before you go on a range | 4. Shoot on an archery range | 5. Create an archery challenge","Find out about archery, an exciting sport that takes strength, focus, good form, and practice.","When you’ve earned this badge, you’ll know how to take aim outdoors with your archery skills.","images/cadette/cadette--archery.png","http://www.girlscoutshop.com/CADETTE-ARCHERY-BADGE"
"cadette--babysitter","447140cd-f9da-4f6e-85d4-0ded75b8957e","Babysitter","Cadette","6-8","badge","Balanced Living","5","1. Get to know how kids develop | 2. Prepare for challenges | 3. Focus on play | 4. Find potential employers | 5. Practice your babysitting skills","Gain the skills that will help you become the best babysitter you can be.","When you've earned this badge, you'll be prepared to babysit and will have tried out your skills on the job. This badge comes in a packet that includes the Book Artist, Woodworker, Special Agent, Trailblazing, and Babysitter badges.","images/cadette/cadette--babysitter.png","http://www.girlscoutshop.com/CADETTE-BABYSITTER-BADGE"
"cadette--book-artist","46005512-92fd-41a2-bc7e-25ac901bda04","Book Artist","Cadette","6-8","badge","Art and Imagination","5","1. Explore the art of bookbinding | 2. Get familiar with the insides of a book | 3. Try out book artist techniques | 4. Focus on function | 5. Focus on style","Learn book artristry.","When you've earned this badge, you'll know how to make different kinds of books. This badge comes in a packet that includes the Book Artist, Woodworker, Special Agent, Trailblazing, and Babysitter badges.","images/cadette/cadette--book-artist.png","http://www.girlscoutshop.com/CADETTE-BOOK-ARTIST-BADGE"
"cadette--budget-manager","7c607010-2732-4957-8327-6ddc2926f83f","Budget Manager","Cadette","6-8","badge","Balanced Living","5","1. Find out how your budget reflects your values | 2. Learn how to track your spending | 3. Find ways to earn money for you or your troop | 4. Explore how to make money decisions | 5. Set a goal for how you’ll give back","Look at your values, explore your money habits, and practice being a good budget manager.","When you’ve earned this badge, you’ll be able to make informed money decisions that reflect your values and know how to track your spending.","images/cadette/cadette--budget-manager.png","https://www.girlscoutshop.com/cadette-budget-manager-badge"
"cadette--business-creator","249e61db-7831-4854-a3ca-7ae72f4ccdef","Business Creator","Cadette","6-8","badge","Outdoor Adventure","5","1. Come up with an idea that solves a problem | 2. Design a prototype and get feedback | 3. Revise your prototype | 4. Create your business plan | 5. Make your pitch When you've earned this badge, you will have learned to think like an entrepreneur when you come up with a business idea that solves a problem, design a prototype, solicit feedback, improve your idea, then create a business plan and pitch it.","Become a business creator and learn the skills you need for success in life, no matter what future path you choose.","","images/cadette/cadette--business-creator.png","https://www.girlscoutshop.com/cadette-business-creator-badge"
"cadette--cadette-first-aid","ce7b923b-c8b1-480f-b17c-b3eaf3cfea63","Cadette First Aid","Cadette","6-8","badge","Balanced Living","5","1. Know how to use everything in a first aid kit | 2. Understand how to prevent and respond to choking emergencies | 3. Find out how to handle outdoor musculoskeletal injuries | 4. Learn how to recognize and respond to seizures | 5. Learn to prevent and treat temperature-related health emergencies","Learn how to deal with minor injuries and illnesses and how to recognize and respond to some more serious conditions.","When you've earned this badge, you'll know how to use everything in a first aid kit and how to respond to choking, seizures, and other health emergencies.","images/cadette/cadette--cadette-first-aid.png","https://www.girlscoutshop.com/CADETTE-FIRST-AID-BADGE"
"cadette--cadette-girl-scout-way","1585a230-2147-4771-a30d-bd031565dc32","Cadette Girl Scout Way","Cadette","6-8","badge","Your World Near and Far","5","1. Lead a group in song | 2. Celebrate Girl Scout Week | 3. Share sisterhood through the Girl Scout Law | 4. Leave a camp better than you found it | 5. Enjoy Girl Scout traditions!","Learn about Girl Scout traditions and share activities and spirit that are a century strong.","When you've earned this badge, you'll know how to use Girl Scout ways and traditions to make the world a better place.","images/cadette/cadette--cadette-girl-scout-way.png","http://www.girlscoutshop.com/CADETTE-GIRL-SCOUT-WAY-BADGE"
"cadette--cadette-stem-career-exploration","16aae560-9d73-469e-ab44-ef257dc261ef","Cadette STEM Career Exploration","Cadette","6-8","badge","Outdoor Adventure","5","1. Explore how you want to make a difference | 2. Discover your career possibilities | 3. Learn about the day-to-day | 4. Brainstorm your next steps | 5. Map your career path","Explore careers that make a difference. Then, map out how you’ll help others and change the world!","When you've earned this badge, you'll know about STEM careers and how you can make the world a better place.","images/cadette/cadette--cadette-stem-career-exploration.png","https://www.girlscoutshop.com/cadette-stem-career-exploration-badge"
"cadette--cadette-snow-or-climbing-adventure","076a1b20-c468-4b24-9be6-78b19884c8cb","Cadette Snow or Climbing Adventure","Cadette","6-8","badge","Sports and Recreation","5","1. Choose your outdoor adventure | 2. Plan and prepare | 3. Gather your gear | 4. Set a goal and train for your adventure | 5. Go on your outdoor adventure","Choose your adventure: Go on a skiing/snowboarding trip, or have an outdoor climbing adventure.","When you've earned this badge, you'll have planned, learned the skills, and experienced a snowboarding or ski trip or an outdoor climbing adventure.","images/cadette/cadette--cadette-snow-or-climbing-adventure.png","https://www.girlscoutshop.com/cadette-snow-or-climbing-adventure-badge"
"junior--cadette-trail-adventure","c5e8ade3-2d4f-450b-9f1c-9732730788c6","Cadette Trail Adventure","Junior","4-5","badge","Outdoor Adventure","5","1. Choose your outdoor adventure | 2. Plan and prepare | 3. Gather your gear | 4. Set a goal and train for your adventure | 5. Go on your outdoor adventure","Choose your adventure: Go on a long-distance trail run, or take a hiking challenge.","When you've earned this badge, you'll have planned and learned the skills to do a long-distance trail run or take three separate challenging trail hikes.","images/junior/junior--cadette-trail-adventure.png","https://www.girlscoutshop.com/cadette-trail-adventure-badge"
"cadette--coding-for-good-1-coding-basics","8d8c7b1b-d13f-433a-8957-00acc162a0fe","Coding for Good 1: Coding Basics","Cadette","6-8","badge","Technology and Innovation","5","1. Learn about functions and arguments | 2. Explore how memes are created | 3. Write pseudocode for a meme | 4. Write shareable code | 5. Share your meme","Find out how to write a computer program and create a meme with a positive message.","When you've earned this badge, you'll know the basics of computer coding and how to create a meme that can have an impact on other people, your community, and the world.","images/cadette/cadette--coding-for-good-1-coding-basics.png","https://www.girlscoutshop.com/cadette-coding-basics-badge"
"cadette--coding-for-good-2-digital-game-design","79c5f3e9-48d9-43d7-a0e2-2e9a121cb44d","Coding for Good 2: Digital Game Design","Cadette","6-8","badge","Technology and Innovation","5","1. Create an avatar | 2. Learn how to use arrays to create images | 3. Write an array to create an icon | 4. Develop a game scenario | 5. Play your game","Explore how programmers design video games that make positive changes in the world.","When you've earned this badge, you'll know how video games are developed, how images are stored and displayed on screens, and how to use elements from Javascript to create game characters.","images/cadette/cadette--coding-for-good-2-digital-game-design.png","https://www.girlscoutshop.com/cadette-digital-game-design-badge"
"cadette--coding-for-good-3-app-development","c01275fb-f04a-4e31-889e-8b397f228df8","Coding for Good 3: App Development","Cadette","6-8","badge","Technology and Innovation","5","1. Learn about data collection and visualization | 2. Write an array to store personal data | 3. Create a personal data collection plan | 4. Learn how to correlate data | 5. Develop a prototype for a habit tracking app","Collect and visualize personal data to design a protype for an app that will help to build a healthy habit.","When you've earned this badge, you'll know how to use elements from JavaScript to create your own idea for a habit tracking app.","images/cadette/cadette--coding-for-good-3-app-development.png","https://www.girlscoutshop.com/cadette-app-development-badge"
"cadette--comic-artist","24db7edb-28b8-4130-bb81-46de39c2a925","Comic Artist","Cadette","6-8","badge","Art and Imagination","5","1. Delve into the world of comics | 2. Choose a story to tell | 3. Draw it out | 4. Frame it in four panels | 5. Add the words","Find out more about the world of comic art and then tell your own visual story.","When you've earned this badge, you'll know how to create your own comic.","images/cadette/cadette--comic-artist.png","http://www.girlscoutshop.com/CADETTE-COMIC-ARTIST-BADGE"
"cadette--cookie-entrepreneur-family-pin","4e95fa02-c96a-438a-9524-c4ba7b895c23","Cookie Entrepreneur Family Pin","Cadette","6-8","pin","Awards","5","1. Hit those benchmarks | 2. Choose your path | 3. Learn about financial planning | 4. Grow your network | 5. Thank your customers","Take the lead—getting support from your family—as you earn this award while running your Girl Scout Cookie® business.","","images/cadette/cadette--cookie-entrepreneur-family-pin.png","https://www.girlscoutshop.com/custitem_grade_level/Cadette?keywords=entrepreneur%2520family"
"cadette--cookie-entrepreneur-family-pin--2","8bb99daf-7f2d-4bd7-9f33-a0eb3a649445","Cookie Entrepreneur Family Pin","Cadette","6-8","pin","Awards","5","1. Hit those benchmarks | 2. Choose your path | 3. Learn about financial planning | 4. Grow your network | 5. Thank your customers","Take the lead—getting support from your family—as you earn this award while running your Girl Scout Cookie® business.","","images/cadette/cadette--cookie-entrepreneur-family-pin--2.png","https://www.girlscoutshop.com/custitem_grade_level/Cadette"
"cadette--cookie-entrepreneur-family-pin--3","6108568c-f8ee-4550-aa83-a7aad1d0c69e","Cookie Entrepreneur Family Pin","Cadette","6-8","pin","Awards","5","1. Hit those benchmarks | 2. Choose your path | 3. Learn about financial planning | 4. Grow your network | 5. Thank your customers","Take the lead—getting support from your family—as you earn this award while running your Girl Scout Cookie® business.","","images/cadette/cadette--cookie-entrepreneur-family-pin--3.png","https://www.girlscoutshop.com/custitem_grade_level/Cadette"
"cadette--cookie-innovator","59b48a77-3c5c-4752-af93-fe686bb9a26b","Cookie Innovator","Cadette","6-8","badge","Outdoor Adventure","5","1. Master your cookie business | 2. Choose a big idea, set goals, and build a budget | 3. Decide how to meet your big goals | 4. Explore ethics in your cookie business | 5. Sell your big dream to others","Create bolder and bigger goals for your cookie business and find unique ways to connect with your customers.","When you've earned this badge, you will know how to set bigger goals for your cookie business and come up with ways to reach them.","images/cadette/cadette--cookie-innovator.png","https://www.girlscoutshop.com/cadette-cookie-innovator-badge"
"cadette--cookie-market-researcher","d907096c-2585-4af3-9deb-e7a464379c35","Cookie Market Researcher","Cadette","6-8","badge","Outdoor Adventure","5","1. Know your product and resources | 2. Set goals and a budget | 3. Explore the Girl Scout Cookie brand | 4. Develop your marketing plan | 5. Create your marketing campaign","Explore your customers’ experience to help you reach more people and expand your business.","When you've earned this badge, you will know how to use market research to grow your cookie business and connect with customers.","images/cadette/cadette--cookie-market-researcher.png","https://www.girlscoutshop.com/cadette-cookie-innovator-badge"
"cadette--cybersecurity-1-basics","ecb035e7-ddaa-4d38-92ae-d02bf8fe5648","Cybersecurity 1: Basics","Cadette","6-8","badge","Technology and Innovation","5","1. Crack a code | 2. Hack a password | 3. Explore two-factor authentication | 4. Launch a Man-in-the-Middle attack | 5. Explore social engineering","Explore different hacking techniques and how to protect yourself with basic cybersecurity precautions.","When you've earned this badge, you'll know how (and why it’s important!) to protect yourself with strong passwords, secure encryption, and caution when clicking on links.","images/cadette/cadette--cybersecurity-1-basics.png","https://www.girlscoutshop.com/cadette-cybersecurity-basics-badge"
"cadette--cybersecurity-2-safeguards","98bd9a6e-39fd-4757-80c7-9eabb81c4116","Cybersecurity 2: Safeguards","Cadette","6-8","badge","Technology and Innovation","5","1. Guard your identity | 2. Create a profile based on your interests | 3. Learn about metadata | 4. Shop for apps in a life-sized app store | 5. Inventory your digital presence","Find out why it’s important to keep your personal information private online and how you can keep your data secure.","When you've earned this badge, you'll know about your digital footprint and how others can use data from your footprint to target you with both legitimate ads and social engineering scams.","images/cadette/cadette--cybersecurity-2-safeguards.png","https://www.girlscoutshop.com/cadette-cybersecurity-safeguards-badge"
"cadette--cybersecurity-3-investigator","c56412f5-86d0-4ddb-8833-4d7bc1638c6a","Cybersecurity 3: Investigator","Cadette","6-8","badge","Technology and Innovation","5","1. Find clues in text messages | 2. Identify phishing emails | 3. Learn how hackers use social media | 4. Analyze log files | 5. Protect your identity from hackers","Solve a series of fictional cyber crimes using what you know about cybersecurity.","When you've earned this badge, you'll know about the potential vulnerabilities and risks in personal digital communications (emails, text messages, and social media) and how you can protect your identity.","images/cadette/cadette--cybersecurity-3-investigator.png","https://www.girlscoutshop.com/cadette-cybersecurity-investigator-badge"
"cadette--democracy-for-cadettes","4aa29a6c-a142-44df-9775-757d6b36b8af","Democracy for Cadettes","Cadette","6-8","badge","Your World Near and Far","5","1. Find out about local government | 2. Find out about state government | 3. Find out about the federal legislative branch | 4. Find out about the federal executive branch | 5. Find out about the federal judicial branch","If you want to make a difference, start by fully understanding how your government works. Informed citizens are change makers!","When you've earned this badge, you will have learned new things about your government—how each branch works, how they work together, and how each piece makes a difference in society.","images/cadette/cadette--democracy-for-cadettes.png","https://www.girlscoutshop.com/democracy-for-cadettes-badge"
"cadette--digital-leadership","4ecc5da9-069b-4f5d-8314-25b2d97ffc63","Digital Leadership","Cadette","6-8","badge","Outdoor Adventure","5","1. Discover your digital landscape | 2. Investigate the digital world | 3. Design a digital commmunity | 4. Create content for change | 5. Share your process","Explore the digital world and how you can use technology to inspire and guide others.","When you've earned this badge, you will know how technology can be used to make a difference. You'll know how to make the internet a better place for yourself and others.","images/cadette/cadette--digital-leadership.png","https://www.girlscoutshop.com/cadette-digital-leadership-badge"
"cadette--digital-movie-maker","215cb455-3ad8-4e4e-bc5e-5713df6a5876","Digital Movie Maker","Cadette","6-8","badge","Technology and Innovation","5","1. Learn digital video basics | 2. Film. Then film some more... | 3. Pick the perfect subject | 4. Action! | 5. Edit and premiere your movie","Try your hand at movie making.","When you've earned this badge, you'll know how to create a digital movie. This badge comes in a packet that includes the Digital Movie Maker, Eating for You, Public Speaker, Science of Happiness, and Screenwriter badges.","images/cadette/cadette--digital-movie-maker.png","http://www.girlscoutshop.com/CADETTE-DIGITAL-MOVIE-MAKER-BADGE"
"junior--eco-trekker","870ae78a-20b9-45c9-8535-a5f0bbb39dfb","Eco Trekker","Junior","4-5","badge","Outdoor Adventure","5","1. Learn how to make minimal impact on a trek | 2. Plan an eco trek with a purpose | 3. Practice an eco skill while on your trek | 4. Make a difference on your eco trek | 5. Make a difference after your eco trek","Plan and take an outdoor trek—with minimal environmental impact.","When you’ve earned this badge, you’ll have learned the skills for minimizing your impact on the environment while planning and taking an outdoor trek.","images/junior/junior--eco-trekker.png","http://girlscoutshop.com/Cadette-Eco-Trekker-Badge"
"cadette--field-day","1b1b0fdb-c552-489c-9e89-6531f2a618a1","Field Day","Cadette","6-8","badge","Sports and Recreation","5","1. Team up and dress up | 2. Host a historical game | 3. Play a scientific game | 4. Find fun in fiction | 5. Stage your grand finale!","From friends playing in the park to countries competing against one another at the Olympics, games unite us all. And Girl Scouts have been inventing their own games since 1912! In this badge, you'll experience this firsthand, by organizing teams and events for an exciting, do-it-yourself field day.","When I've earned this badge, I'll know how to organize a field day filled with friends and fun. This badge comes in a packet that includes the Night Owl, Animal Helpers, Field Day, Entrepreneur, and Netiquette badges.","images/cadette/cadette--field-day.png","http://www.girlscoutshop.com/CADETTE-FIELD-DAY-BADGE"
"cadette--finding-common-ground","47e6f823-712d-4b5a-92da-7409b66caa5f","Finding Common Ground","Cadette","6-8","badge","Your World Near and Far","5","1. Get to know someone different from you | 2. Make decisions in a group | 3. Explore civil debate | 4. Understand a compromise | 5. Find common ground through mediation","Find out how people in democratic governments make trade-offs, giving up some things they favor to gain support for others.","When you've earned this badge, you'll know strategies for bringing people together to find common ground.","images/cadette/cadette--finding-common-ground.png","http://www.girlscoutshop.com/CADETTE-FINDING-COMMOM-GROUND-BADGE"
"cadette--good-sportsmanship","926b9675-ca42-4ee1-96c5-23e8f264bca5","Good Sportsmanship","Cadette","6-8","badge","Sports and Recreation","5","1. Create your own definition of sportsmanship | 2. Be a good competitor | 3. Be a good teammate | 4. Psych yourself up | 5. Put your definition of good sportsmanship into action","Find out how to make good sportsmanship a habit in games and in life.","When you've earned this badge, you'll know how you define sportsmanship and will have put your definition into action.","images/cadette/cadette--good-sportsmanship.png","http://www.girlscoutshop.com/CADETTE-GOOD-SPORTSMANSHIP-BADGE"
"cadette--journey-breathe","102356ad-c776-4d73-b778-f0ea6fe04026","Journey: Breathe","Cadette","6-8","journey","","3","1. Find out about the air we breathe by visiting a wind farm, talking to an environmental scientist, or doing experiments using wind. | 2. Plan a Take Action project to fix an air problem in your community. You could plant an indoor garden, campaign against smoking, or push for clean-air initiatives in your community. | 3. Earn 3 leadership awards: Aware, Alert, and Affirm. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide . Then use your leadership skills to earn your Silver Award, the highest award for Girl Scout Cadettes! Journeys are retiring on October 1, 2026.","images/cadette/cadette--journey-breathe.png","https://www.girlscoutshop.com/BREATHE-CADETTE-JOURNEY-AWARD-PATCH-SET"
"cadette--journey-media","2b36852d-bcd9-42a9-a21c-d902cbec0c91","Journey: MEdia","Cadette","6-8","journey","","3","1. Explore media and find out how to reshape negative media messages into more positive ones—invite a TV show producer to talk about what influences her work, organize a movie night and discuss the film’s messages, or write a rap song or TV script. | 2. Plan a Take Action Project that encourages positive messages in media—rewrite a song that has hurtful lyrics about women, create a blog that reviews how movies and TV shows depict girls, or start a Twitter campaign responding to stereotypes you see in the media. | 3. Earn 3 awards: Monitor Award, Influence Award, and Cultivate Award. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide. Then use your leadership skills to earn your Silver Award, the highest award for Girl Scout Cadettes! Journeys are retiring on October 1, 2026.","images/cadette/cadette--journey-media.png","https://www.girlscoutshop.com/CADETTE-MEdia-AWARD-PATCH-SET"
"cadette--journey-outdoor-cadette","e921a8de-fc7a-4cc5-bd54-fb5c1a646f72","Journey: Outdoor (Cadette)","Cadette","6-8","journey","","3","1. Deepen your outdoor skills when you earn your Night Owl, Trailblazing, and Primitive Camper badges. | 2. Plan a Take Action project that helps make your favorite park, beach, or forest a better place for everyone. | 3. Earn a Take Action Award. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide. Then use your leadership skills to earn your Silver Award, the highest award for Girl Scout Cadettes! Journeys are retiring on October 1, 2026.","images/cadette/cadette--journey-outdoor-cadette.png","https://www.girlscoutshop.com/badges-program/cadette/badges-journey-awards"
"cadette--journey-think-like-a-citizen-scientist","adf8627d-fe38-4dc8-bfdb-7c5f67131851","Journey: Think Like a Citizen Scientist","Cadette","6-8","journey","","3","1. Find out how citizen scientists make observations, collect data, and help scientists conduct scientific research. | 2. Do 3 citizen science activities: make observations about your environment, create a community field guide, and a SciStarter project. | 3. Plan a Take Action project that helps others.","In this Journey, you will:","If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions. Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide. Then use your leadership skills to earn your Silver and Gold Awards!","images/cadette/cadette--journey-think-like-a-citizen-scientist.png","https://www.girlscoutshop.com/cadette-think-like-a-citizen-scientist-award-badge"
"cadette--journey-think-like-a-programmer","db391521-e070-4920-be77-a08235f75838","Journey: Think Like a Programmer","Cadette","6-8","journey","","3","1. Find out how programmers use computational thinking to solve problems | 2. Do 3 computational thinking activities: categorize various objects as “Computer” or “Not a Computer” to explore the four tasks that define a computer, create a card-sorting algorithm to learn about processing, and design technology that willl best meet a user’s needs using user-centered design. | 3. Plan a Take Action project that helps others. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide . Then use your leadership skills to earn your Silver Award, the highest award for Girl Scout Cadettes! Journeys are retiring on October 1, 2026.","images/cadette/cadette--journey-think-like-a-programmer.png","https://www.girlscoutshop.com/Cadette-Think-Like-a-Programmer-Journey"
"cadette--journey-think-like-an-engineer","2083643f-dba0-466d-a568-1675d9adf224","Journey: Think Like an Engineer","Cadette","6-8","journey","","3","1. Find out how engineers use design thinking to solve problems. | 2. Do 3 design thinking activities: design and build prototypes of a life vest for a dog, a model camp cabin inspired by nature, and a prosthetic leg for an elephant. | 3. Plan a Take Action project that helps others.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide . Then use your leadership skills to earn your Silver Award, the highest award for Girl Scout Cadettes! Journeys are retiring on October 1, 2026.","images/cadette/cadette--journey-think-like-an-engineer.png","https://www.girlscoutshop.com/Cadette-Think-Like-an-Engineer-Journey"
"cadette--journey-amaze","9a299abe-0006-4f56-a0ac-2da448b6cb41","Journey: aMAZE!","Cadette","6-8","journey","","3","1. Find out how to develop true friendships, navigate cliques, and move beyond stereotypes, with the ultimate goal of peace in your interpersonal relationships. | 2. Plan a Take Action Project that shares your new friendship-building skills. | 3. Earn 3 leadership awards: Interact, Diplomat, and Peacemaker. If you're a Girl Scout volunteer, go to Volunteer Toolkit for complete meeting plans and activity instructions.","In this Journey, you will:","Learn more about how to earn your Take Action Award — and help your community — with the Girl Scout Take Action Guide. Then use your leadership skills to earn your Silver Award, the highest award for Girl Scout Cadettes! Journeys are retiring on October 1, 2026.","images/cadette/cadette--journey-amaze.png","https://www.girlscoutshop.com/CADETTE-JOURNEY-AWARD-PATCH-SET"
"cadette--my-cookie-venture","6e5abc2c-fe06-4d2c-a014-4e1ecfdcd457","My Cookie Venture","Cadette","6-8","badge","Outdoor Adventure","5","1. Get prepared for your cookie business | 2. Set goals and a budget | 3. Create a mission statement | 4. Plan to reach your customers | 5. Write a team business plan","Learn to expand your knowledge of your business resources and customers and create a business plan that will guide you to your most successful cookie season yet.","When you've earned this badge, you will know how to create a business plan for your cookie business.","images/cadette/cadette--my-cookie-venture.png","https://www.girlscoutshop.com/cadette-my-cookie-venture-badge"
"cadette--my-dream-budget","c30f816b-ec02-4618-9e5b-63e2908a98db","My Dream Budget","Cadette","6-8","badge","Balanced Living","5","1. Explore your earning power | 2. Analyze where you’ll live | 3. Imagine your day-to-day life | 4. Make a plan to give back | 5. Add up your future","Create a budget to support your 25-year-old self.","When I’ve earned this badge, you’ll be able to create a budget for your future life.","images/cadette/cadette--my-dream-budget.png","https://www.girlscoutshop.com/cadette-my-dream-budget-badge"
"cadette--my-money-habits","d48278f2-ea8d-49d7-95f1-4923812d2d94","My Money Habits","Cadette","6-8","badge","Balanced Living","5","1. Explore ways to exchange money | 2. Find out what influences spending | 3. Manage your spending habits | 4. Learn investing basics | 5. Investigate how to be a safe and savvy shopper","Develop positive habits that help you reach your goals and protect your finances.","When you’ve earned this badge, you’ll learn what it means to invest, manage your spending habits, and make smart money decisions.","images/cadette/cadette--my-money-habits.png","https://www.girlscoutshop.com/cadette-my-money-habits-badge"
"cadette--netiquette","bf8d3e0f-d869-4606-9f9d-6113272176e6","Netiquette","Cadette","6-8","badge","Balanced Living","5","1. Explore ""oops!"" and ""wow!"" moments | 2. Dig into stories of ""ouch"" -- and repair some hurt if necessary | 3. Look at e-mail, commenting, or blogging | 4. Decide what makes a great social media profile | 5. Spread better practices","Our digital world makes it easy to stay in touch and share friendships, memories, and ideas. But we've all heard embarrassing stories in which people wish they'd never hit the ""send"" button. Once you've put it out there, it never goes away. But you can use that to your benefit, too. This badge is all about knowing how to make positive choices in the online world.","When I've earned this badge, I'll know how to make -- and keep -- my online world a positive place. This badge comes in a packet that includes the Night Owl, Animal Helpers, Field Day, Entrepreneur, and Netiquette badges.","images/cadette/cadette--netiquette.png","http://www.girlscoutshop.com/CADETTE-NETIQUETTE-BADGE"
"cadette--new-cuisines","a8881f38-3e3a-4c78-8274-e3f3bd9a935b","New Cuisines","Cadette","6-8","badge","Balanced Living","5","1. Make a dish from another country | 2. Create a dish from another region of the United States | 3. Whip up a dish from another time period | 4. Cook a dish that makes a statement | 5. Share your dishes on a culinary ""tour""!","Cook up four dishes from across time and distance, and find out where your taste buds want to travel.","When you've earned this badge, you'll be able to make amazing dishes from all over the world and way back in time.","images/cadette/cadette--new-cuisines.png","http://www.girlscoutshop.com/CADETTE-NEW-CUISINES-BADGE"
"junior--night-owl","aef98fe4-c2f0-4070-b0e6-242f4ebaea03","Night Owl","Junior","4-5","badge","Outdoor Adventure","5","1. Take a field trip to explore the night | 2. Tour your world after dark | 3. Meet people who work night hours | 4. Explore nature at night | 5. Host an Extreme Nighttime Party","Grow your imagination and expand what you know about the night.","When you've earned this badge, you'll have uncovered the mysteries of the world after dark. This badge comes in a packet that includes the Night Owl, Animal Helpers, Field Day, Entrepreneur, and Netiquette badges.","images/junior/junior--night-owl.png","http://www.girlscoutshop.com/CADETTE-NIGHT-OWL-BADGE"
"cadette--outdoor-art-apprentice","6bf30c9e-5617-4063-88ca-5e7a68069d01","Outdoor Art Apprentice","Cadette","6-8","badge","Art and Imagination","5","1. Explore art outdoors | 2. Make something! | 3. Get to know—and create—sounds of nature | 4. Be a nature photographer | 5. Design with nature.","Find out how to observe and collect things outdoors that will drive your art and creativity.","When you’ve earned this badge, you'll have been inspired outdoors and created nature-themed art.","images/cadette/cadette--outdoor-art-apprentice.png","http://www.girlscoutshop.com/CADETTE-OUTDOOR-ART-APPRENTICE-BADGE"
"cadette--outside-the-mirror","2ec87668-08ea-45aa-8806-034bd13f9c6d","Outside the Mirror","Cadette","6-8","badge","Balanced Living","5","1. Look to the past to understand the present | 2. Embrace authenticity | 3. Question beauty standards | 4. Think about how images and looks can be altered | 5. Be on the lookout for hidden messages","Find out how to look beyond the mirror and define beauty for yourself.","When you've earned this badge, you'll know how to push back against hidden beauty standard messaging and appreciate your authentic self.","images/cadette/cadette--outside-the-mirror.png","https://www.girlscoutshop.com/cadette-outside-the-mirror-badge"
"junior--primitive-camper","12108363-d22b-451e-b7e7-d6e23fc00d30","Primitive Camper","Junior","4-5","badge","Outdoor Adventure","5","1. Plan a primitive camping trip | 2. Prepare your gear | 3. Make a camp meal | 4. Learn a new primitive camping skill | 5. Go camping","Learn to tackle outdoor activities without the comforts of home.","When you’ve earned this badge, you’ll have planned and gone on a primitive camping trip with a group of Girl Scouts or family members.","images/junior/junior--primitive-camper.png","http://www.girlscoutshop.com/Cadette-Primitive-Camper-Badge"
"cadette--public-speaker","6d245d47-68de-427e-a4ad-eb13709030b8","Public Speaker","Cadette","6-8","badge","Art and Imagination","5","1. Get a feel for performing solo | 2. Focus on body language | 3. Find your voice | 4. Choose or create a piece to perform | 5. Get onstage!","Work on your stage presence and develop your onstage skills.","When you've earned this badge, you'll have found your inner performer and be unafraid to speak up. This badge comes in a packet that includes the Digital Movie Maker, Eating for You, Public Speaker, Science of Happiness, and Screenwriter badges.","images/cadette/cadette--public-speaker.png","http://www.girlscoutshop.com/CADETTE-PUBLIC-SPEAKER-BADGE"
